Id,Edit status,Owner,Group type,Level 1,Level 2,Level 3,Level 4,Level 5,Level 6,Article Title,Content Type,Keywords,Included in phase 1?,Included in phase 2,Help docs scope (needs further discussion),Changes to existing doc (if applicable),Document change type,Existing content link (if applicable),Content dimensions,Group description (if applicable),Doc description (if applicable),User research validation,Primary targetted personas
235,Third review,Robert Nicolo,Main content,Build,Get started,Test a sign-in with a sample app,Test more customizable sign-in integration,,,Test more customizable sign-in integration with an embedded widget app,How-to: developer focused,,"""Yes, it's existing content requiring little to no change""",TBD,"No, targetted towards developers",,Existing doc: no changes identified,"- Download and set up the SDK, Sign-In Widget, and sample apps: https://developer.okta.com/docs/guides/oie-embedded-common-download-setup-app/android/main/
- Run the sample apps: https://developer.okta.com/docs/guides/oie-embedded-common-run-samples/android/main/
- Embedded Okta Sign-In Widget fundamentals: https://developer.okta.com/docs/guides/embedded-siw/main/",Language,,,,"WIC App Developer,Experienced IAM developer"
234,Third review,Robert Nicolo,Main content,Build,Get started,Test a sign-in with a sample app,Test the most complex sign-in integration,,,Test the most complex sign-in integration with an embedded SDK app,How-to: developer focused,,"""Yes, it's existing content requiring little to no change""",TBD,"No, targetted towards developers",,Existing doc: no changes identified,"- Download and set up the SDK, Sign-In Widget, and sample apps: https://developer.okta.com/docs/guides/oie-embedded-common-download-setup-app/android/main/
- Run the sample apps: https://developer.okta.com/docs/guides/oie-embedded-common-run-samples/android/main/
- Auth JS fundamentals: https://developer.okta.com/docs/guides/auth-js/main/",Language,,,,"WIC App Developer,Experienced IAM developer"
402,Third review,Robert Nicolo,Main content,Build,Get started,Try a quickstart,,,,Try a quickstart,Guide Hub,,"""No, I propose to postpone this section for a future phase.""",TBD,"No, it's ""glue"" documentation not related to the product help docs",,IA defined in a separate document,,No doc dimension,"The quick start proposal is defined here: https://docs.google.com/document/d/1P8Jt4kvVCC9zAeDsgd18RYXymuNqnHjJLvcy2VtLuis/edit#heading=h.7xq7dm2x4vk6

PUSH TO PHASE 2 PROPOSAL
I'm proposing to push the ""Quickstarts"" into Phase 2. My reasoning is for the following reasons:

- Quickstarts were heavily discussed when Okta was moving to CIC. But now that we are in WIC, I don't think they make as much sense, considering the workforce focus. We can confirm this at Oktane, however.
- We don't have the resources to create and maintain a set of quick-start guides and full integration guides that describe integrating redirect, embedded, etc.
- A lot of the content in the ""DevDocs Quickstart Report"" guide would fit better in other places in the IA, including IAM fundamentals, WIC vs CIS vs CIC, etc"" 
- I'm questioning how ""quick"" can we a quickstart guide. The current ""quickstart"" guides we currently have on the site, are by no means ""quick"" relative to Auth0's quick start guides.  We don't currently have the infrastructure in place to develop a quickstart like Auth0's with the interface directly in the browser.

After we publish phase 1 and the new IA is in place we can better gauge whether quickstart's make sense.

CC @Dan Maharry @Kim Maida",,,"WIC App Developer,Experienced IAM developer"
24,Third review,Robert Nicolo,Main content,Build,Authenticate,,,,,,Guide Hub,,"""Yes, but for phase 1 keep changes to existing doc as minimal as possible""",TBD,"No, it's ""glue"" documentation not related to the product help docs","- Update title
- Update links to new guides",Existing doc: changes needed,"- Sign users in overview: https://developer.okta.com/docs/guides/sign-in-overview/main/
- ",No doc dimension,"- Describe authentication options available. 
    - Set up user journeys.
- Currently splitting authentication by functionality. We can either lead the split by functionality or by product. Currently split by functionality.
- Do we want a quickstart that is quick and short and more in-depth integration guides in the authentication section?
- Candidate for a separate workshop.
- Split level 3 either by product or functionality? For example, split by redirect or by sign in. Test at Oktane.
- ",,"- Internal workshop session: Session 1 - Team 2 chose the Authentication group.
- Internal workshop session: Session 1 - Team 1 chose the AuthN Concepts/patterns group.
- Internal workshop session: Session 2 - Team 1 chose the Authentication group","WIC App Developer,Experienced IAM developer"
465,Third review,Robert Nicolo,Main content,Build,Authenticate,Choose your sign-in solution,,,,Determine which sign-in solution is right for you,Guide Hub,,"""Yes, but for phase 1 keep changes to existing doc as minimal as possible""",TBD,"No, it's ""glue"" documentation not related to the product help docs",- Update title,Existing doc: changes needed,- Okta deployment models - redirect vs. embedded: https://developer.okta.com/docs/concepts/redirect-vs-embedded/,No doc dimension,,,,"WIC App Developer,Experienced IAM developer"
26,Third review,Robert Nicolo,Main content,Build,Authenticate,Add the recommended sign-in solution: redirect model,,,,Add the recommended sign-in solution: redirect model,Dynamic Index,,"""Yes, content defined as a dynamic index""",TBD,"No, it's ""glue"" documentation not related to the product help docs","In phase 1 if ""Setting up okta org policies"" can be unified into one place for all (redirect and embedded) guides, we'll have to add a specific set up guides for redirect and each of the embedded models.
",New doc - new content,,No doc dimension,,,"Based on GroupIt Oktane user research, customers seem confused of what Redirect model means. As a result the title includes the task being accomplished.","WIC App Developer,Experienced IAM developer"
127,Third review,Robert Nicolo,Main content,Build,Authenticate,Add the recommended sign-in solution: redirect model,Sign users in to your SPA ,,,Sign users in to your SPA ,Integration guide,,"""Yes, but for phase 1 keep changes to existing doc as minimal as possible""",TBD,"No, targetted towards developers","- Update title
Combine this doc with following doc unless there is a strong reason to split out Auth JS
- This doc will need to be refactored in one of the phases. It's covering a lot of uses cases and somewhat hard to follow.",Existing doc: changes needed,"- Sign users in to your SPA using the redirect model: https://developer.okta.com/docs/guides/sign-into-spa-redirect/angular/main/
- Sign users in to your SPA using the redirect model and Auth JS: https://developer.okta.com/docs/guides/auth-js-redirect/main/",Language,"
",,,"WIC App Developer,Experienced IAM developer"
126,Third review,Robert Nicolo,Main content,Build,Authenticate,Add the recommended sign-in solution: redirect model,Sign users in to your web app,,,Sign users in to your web app,Integration guide,,"""Yes, it's existing content requiring little to no change""",TBD,"No, targetted towards developers",Update title,Existing doc: changes needed,- Sign users in to your web app using the redirect model: https://developer.okta.com/docs/guides/sign-into-web-app-redirect/asp-net-core-3/main/,Language,,,,"WIC App Developer,Experienced IAM developer"
125,Third review,Robert Nicolo,Main content,Build,Authenticate,Add the recommended sign-in solution: redirect model,Sign users in to your mobile app,,,Sign users in to your mobile app,Integration guide,,"""Yes, it's existing content requiring little to no change""",TBD,"No, targetted towards developers",Update title,Existing doc: changes needed,- Sign users in to your mobile app using the redirect model: https://developer.okta.com/docs/guides/sign-into-mobile-app-redirect/android/main/,Language,,,,"WIC App Developer,Experienced IAM developer"
404,Third review,Robert Nicolo,Main content,Build,Authenticate,Add a more customizable sign-in solution,,,,Add a more customizable sign-in solution,Dynamic Index,,"""Yes, content defined as a dynamic index""",TBD,"No, it's ""glue"" documentation not related to the product help docs",,New doc - new content,,Not known,,,,"WIC App Developer,Experienced IAM developer"
27,Third review,Robert Nicolo,Main content,Build,Authenticate,Add a more customizable sign-in solution,Add the embedded sign-in widget (more customizable),,,Add the embedded sign-in widget (more customizable),Dynamic Index,,"""Yes, content defined as a dynamic index""",TBD,"No, it's ""glue"" documentation not related to the product help docs",,New doc - new content,,No doc dimension,,,,"WIC App Developer,Experienced IAM developer"
237,Third review,Robert Nicolo,Main content,Build,Authenticate,Add a more customizable sign-in solution,Add the embedded sign-in widget (more customizable),Load the Widget,,Load the Okta Sign-In Widget,Integration guide,,"""Yes, it's existing content requiring little to no change""",TBD,"No, targetted towards developers",Update title,Existing doc: changes needed,"- Load the Widget: https://developer.okta.com/docs/guides/oie-embedded-widget-use-case-load/aspnet/main/
- Embedded Okta Sign-In Widget fundamentals: https://developer.okta.com/docs/guides/embedded-siw/main/ - Include content from this doc to make a SPA dimension",Language,,,,"WIC App Developer,Experienced IAM developer"
241,Third review,Robert Nicolo,Main content,Build,Authenticate,Add a more customizable sign-in solution,Add the embedded sign-in widget (more customizable),Passwordless sign-in with only email,,Passwordless sign-in with only email,Integration guide,,"""Yes, it's existing content requiring little to no change""",TBD,"No, targetted towards developers",Update title,Existing doc: changes needed,"- Sign in with email only: https://developer.okta.com/docs/guides/pwd-optional-widget-sign-in-email/aspnet/main/
- Embedded Okta Sign-In Widget fundamentals: https://developer.okta.com/docs/guides/embedded-siw/main/ - Include content from this doc to make a SPA dimension",Language,,,,"WIC App Developer,Experienced IAM developer"
